year,reserve,polygon_id,date,point_id,veg_type,veg_status,radius,photo_id,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,CS name
2024,Q,A,2024-04-19,8,S,D,0.85,NA,NA,NA,NA,NA,NA,-122.15118107,38.51533547,297.767,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-19 14:17:16.8 UTC-07:00,2024-04-19 14:17:16.8 UTC-07:00,1,1.1,NA,NA,NA,-122.15139447,38.51563942,313.154,40.816,Global CS
2024,Q,A,2024-04-19,9,S,R,1.12,NA,NA,NA,NA,NA,NA,-122.15121416,38.51528316,296.687,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-19 14:18:40.4 UTC-07:00,2024-04-19 14:18:40.4 UTC-07:00,1,1.1,NA,NA,NA,-122.15139447,38.51563942,313.154,44.974,Global CS
2024,Q,A,2024-04-19,10,H,L,7.5,NA,NA,NA,NA,NA,NA,-122.15138,38.51526109,295.742,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-19 14:21:48.8 UTC-07:00,2024-04-19 14:21:48.8 UTC-07:00,1,1.1,NA,NA,NA,-122.15139447,38.51563942,313.154,44.779,Global CS
2024,Q,A,2024-04-19,11,E,L,3.6,NA,NA,NA,NA,NA,NA,-122.15151282,38.51518575,288.338,Global,0.01,0.01,0.019,0.014,1.934,m,FIX,2024-04-19 14:23:10.6 UTC-07:00,2024-04-19 14:23:10.6 UTC-07:00,1,1.3,NA,NA,NA,-122.15139447,38.51563942,313.154,56.273,Global CS
2024,Q,A,2024-04-19,12,S,R,0.371,NA,NA,NA,NA,NA,NA,-122.15156452,38.51527198,292.749,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-19 14:26:39.8 UTC-07:00,2024-04-19 14:26:39.8 UTC-07:00,1,1.1,NA,NA,NA,-122.15139447,38.51563942,313.154,47.17,Global CS
2024,Q,A,2024-04-19,13,S,D,1.2,NA,NA,NA,NA,NA,NA,-122.15166475,38.51521479,286.792,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-19 14:28:40.2 UTC-07:00,2024-04-19 14:28:40.2 UTC-07:00,1,1.1,NA,NA,NA,-122.15139447,38.51563942,313.154,58.09,Global CS
2024,Q,A,2024-04-19,14,H,L,6.6,NA,NA,NA,NA,NA,NA,-122.15184149,38.51542693,295.636,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-19 14:32:53.8 UTC-07:00,2024-04-19 14:32:53.8 UTC-07:00,1,1.1,NA,NA,NA,-122.15139447,38.51563942,313.154,48.16,Global CS
2024,Q,A,2024-04-19,15,D,L,3.3,NA,NA,NA,NA,NA,NA,-122.1517644,38.51553541,303.584,Global,0.01,0.01,0.013,0.014,1.934,m,FIX,2024-04-19 14:35:04.0 UTC-07:00,2024-04-19 14:35:04.0 UTC-07:00,1,1.2,NA,NA,NA,-122.15139447,38.51563942,313.154,35.109,Global CS
2024,Q,A,2024-04-19,16,H,L,6.1,NA,NA,NA,NA,NA,NA,-122.15193211,38.5155495,302.842,Global,0.01,0.01,0.013,0.014,1.934,m,FIX,2024-04-19 14:39:03.8 UTC-07:00,2024-04-19 14:39:03.8 UTC-07:00,1,1.1,NA,NA,NA,-122.15139447,38.51563942,313.154,48.669,Global CS
2024,Q,A,2024-04-19,17,S,L,1.89,NA,NA,NA,NA,NA,NA,-122.1521431,38.51564907,306.976,Global,0.01,0.01,0.017,0.014,1.934,m,FIX,2024-04-19 14:41:41.2 UTC-07:00,2024-04-19 14:41:41.2 UTC-07:00,1,1.2,NA,NA,NA,-122.15139447,38.51563942,313.154,65.441,Global CS
2024,Q,A,2024-04-19,18,"T, S","D, L",3.7,NA,NA,NA,NA,NA,NA,-122.15232429,38.51554677,299.876,Global,0.01,0.01,0.014,0.014,1.934,m,FIX,2024-04-19 14:45:53.0 UTC-07:00,2024-04-19 14:45:53.0 UTC-07:00,1,1.2,NA,NA,NA,-122.15139447,38.51563942,313.154,82.53,Global CS
2024,Q,A,2024-04-19,19,S,R,0.73,NA,NA,NA,NA,NA,NA,-122.15237583,38.51564258,301.39,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-19 14:48:11.8 UTC-07:00,2024-04-19 14:48:11.8 UTC-07:00,1,1.2,NA,NA,NA,-122.15139447,38.51563942,313.154,86.156,Global CS
2024,Q,A,2024-04-19,20,H,D,0.84,NA,NA,NA,NA,NA,NA,-122.15236426,38.51571684,305.143,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-19 14:51:16.6 UTC-07:00,2024-04-19 14:51:16.6 UTC-07:00,1,1.1,NA,NA,NA,-122.15139447,38.51563942,313.154,85.236,Global CS
2024,Q,A,2024-04-19,21,"E, S","D, L",4,NA,NA,NA,NA,NA,NA,-122.15266994,38.51591487,301.622,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2024-04-19 14:57:04.8 UTC-07:00,2024-04-19 14:57:04.8 UTC-07:00,1,1.5,NA,NA,NA,-122.15139447,38.51563942,313.154,115.768,Global CS
2024,Q,A,2024-04-19,22,T,R,3.15,NA,NA,NA,NA,NA,NA,-122.15285971,38.51593687,296.814,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-19 15:01:08.2 UTC-07:00,2024-04-19 15:01:08.2 UTC-07:00,1,1.9,NA,NA,NA,-122.15139447,38.51563942,313.154,132.776,Global CS
2024,Q,A,2024-04-19,23,"C, S",L,1.29,NA,NA,NA,NA,NA,NA,-122.15410768,38.51529162,297.582,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-19 15:11:13.6 UTC-07:00,2024-04-19 15:11:13.6 UTC-07:00,1,1.2,NA,NA,NA,-122.15139447,38.51563942,313.154,240.158,Global CS
2024,Q,A,2024-04-19,24,"C, S",L,0.83,NA,NA,NA,NA,NA,NA,-122.15394679,38.51509035,295.239,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2024-04-19 15:15:08.6 UTC-07:00,2024-04-19 15:15:08.6 UTC-07:00,1,1.2,NA,NA,NA,-122.15139447,38.51563942,313.154,231.356,Global CS
2024,Q,A,2024-04-19,25,S,R,9.2,NA,NA,NA,NA,NA,NA,-122.15382901,38.51477587,290.784,Global,0.01,0.01,0.014,0.014,1.934,m,FIX,2024-04-19 15:20:05.0 UTC-07:00,2024-04-19 15:20:05.0 UTC-07:00,1,1.2,NA,NA,NA,-122.15139447,38.51563942,313.154,233.869,Global CS
2024,Q,A,2024-04-19,26,S,R,10.6,NA,NA,NA,NA,NA,NA,-122.15372206,38.51462455,288.785,Global,0.01,0.01,0.012,0.014,1.934,m,FIX,2024-04-19 15:25:29.0 UTC-07:00,2024-04-19 15:25:29.0 UTC-07:00,1,1.2,NA,NA,NA,-122.15139447,38.51563942,313.154,233.257,Global CS
2024,Q,A,2024-04-19,27,D,R,0.74,NA,NA,NA,NA,NA,NA,-122.1539469,38.5145623,274.26,Global,0.01,0.01,0.012,0.014,1.934,m,FIX,2024-04-19 15:33:24.8 UTC-07:00,2024-04-19 15:33:24.8 UTC-07:00,1,1.5,NA,NA,NA,-122.15139447,38.51563942,313.154,255.388,Global CS
2024,Q,A,2024-04-19,28,"F, S","D, L",1.8,NA,NA,NA,NA,NA,NA,-122.1543066,38.51574919,281.184,Global,0.01,0.01,0.014,0.014,1.934,m,FIX,2024-04-19 15:37:57.2 UTC-07:00,2024-04-19 15:37:57.2 UTC-07:00,1,1.6,NA,NA,NA,-122.15139447,38.51563942,313.154,256.049,Global CS
2024,Q,A,2024-04-19,29,F,D,1.5,NA,NA,NA,NA,NA,NA,-122.15435053,38.51582212,277.244,Global,0.01,0.01,0.013,0.014,1.934,m,FIX,2024-04-19 15:41:42.0 UTC-07:00,2024-04-19 15:41:42.0 UTC-07:00,1,1.5,NA,NA,NA,-122.15139447,38.51563942,313.154,260.84,Global CS
2024,Q,A,2024-04-19,30,H,L,4,NA,NA,NA,NA,NA,NA,-122.15460439,38.51601753,262.614,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-19 15:47:23.4 UTC-07:00,2024-04-19 15:47:23.4 UTC-07:00,1,1.6,NA,NA,NA,-122.15139447,38.51563942,313.154,287.233,Global CS
2024,Q,A,2024-04-19,31,E,D,1.54,NA,NA,NA,NA,NA,NA,-122.1552961,38.51601508,257.162,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-19 15:51:34.4 UTC-07:00,2024-04-19 15:51:34.4 UTC-07:00,1,2.1,NA,NA,NA,NA,NA,NA,NA,Global CS
2024,Q,A,2024-04-19,32,"E, S","D, L",3.2,NA,NA,NA,NA,NA,NA,-122.15564432,38.51595683,244.802,Global,0.01,0.014,0.014,0.017,1.934,m,FIX,2024-04-19 16:00:31.2 UTC-07:00,2024-04-19 16:00:31.2 UTC-07:00,1,1.9,NA,NA,NA,NA,NA,NA,NA,Global CS
2024,Q,A,2024-04-19,33,D,L,3.5,NA,NA,NA,NA,NA,NA,-122.15570646,38.51563062,247.368,Global,0.01,0.01,0.013,0.014,1.934,m,FIX,2024-04-19 16:06:11.2 UTC-07:00,2024-04-19 16:06:11.2 UTC-07:00,1,2,NA,NA,NA,NA,NA,NA,NA,Global CS
2024,Q,A,2024-04-19,34,S,L,3.2,NA,NA,NA,NA,NA,NA,-122.15343667,38.5159808,287.712,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-19 16:15:27.0 UTC-07:00,2024-04-19 16:15:27.0 UTC-07:00,1,1.2,NA,NA,NA,-122.15139447,38.51563942,313.154,183.614,Global CS
2024,Q,A,2024-04-19,35,S,D,2.1,NA,NA,NA,NA,NA,NA,-122.15297074,38.51576372,299.036,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-19 16:21:23.6 UTC-07:00,2024-04-19 16:21:23.6 UTC-07:00,1,1.2,NA,NA,NA,-122.15139447,38.51563942,313.154,138.706,Global CS
2024,Q,A,2024-04-19,36,H,M,1.69,NA,NA,NA,NA,NA,NA,-122.15323904,38.51564863,296.898,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-19 16:23:33.0 UTC-07:00,2024-04-19 16:23:33.0 UTC-07:00,1,1.2,NA,NA,NA,-122.15139447,38.51563942,313.154,161.519,Global CS
2024,Q,A,2024-04-19,37,S,R,6.9,NA,NA,NA,NA,NA,NA,-122.15299848,38.5152921,281.432,Global,0.01,0.01,0.012,0.014,1.934,m,FIX,2024-04-19 16:27:31.8 UTC-07:00,2024-04-19 16:27:31.8 UTC-07:00,1,1.3,NA,NA,NA,-122.15139447,38.51563942,313.154,148.141,Global CS
2024,Q,A,2024-04-19,38,S,R,4.3,NA,NA,NA,NA,NA,NA,-122.15329829,38.51515888,282.744,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-19 16:31:32.8 UTC-07:00,2024-04-19 16:31:32.8 UTC-07:00,1,1.2,NA,NA,NA,-122.15139447,38.51563942,313.154,176.716,Global CS
2024,Q,A,2024-04-19,39,"E, S","D, L",4.4,NA,NA,NA,NA,NA,NA,-122.1534704,38.51518662,286.96,Global,0.01,0.01,0.019,0.014,1.934,m,FIX,2024-04-19 16:33:07.6 UTC-07:00,2024-04-19 16:33:07.6 UTC-07:00,1,1.5,NA,NA,NA,-122.15139447,38.51563942,313.154,189.466,Global CS
2024,Q,E,2024-04-21,1,H,L,5.8,NA,NA,NA,NA,NA,NA,-122.14581932,38.4811374,372.098,Global,0.01,0.01,0.012,0.014,1.934,m,FIX,2024-04-21 14:01:59.4 UTC-07:00,2024-04-21 14:01:59.4 UTC-07:00,1,1.1,NA,NA,NA,-122.14572297,38.48108567,373.805,10.184,Global CS
2024,Q,E,2024-04-21,2,E,R,9,NA,NA,NA,NA,NA,NA,-122.14588564,38.48132407,362.936,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-21 14:23:58.4 UTC-07:00,2024-04-21 14:23:58.4 UTC-07:00,1,1.1,NA,NA,NA,-122.14572297,38.48108567,373.805,31.332,Global CS
2024,Q,E,2024-04-21,3,H,L,8.4,NA,NA,NA,NA,NA,NA,-122.14553695,38.48152493,368.364,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-21 14:29:12.2 UTC-07:00,2024-04-21 14:29:12.2 UTC-07:00,1,1.1,NA,NA,NA,-122.14572297,38.48108567,373.805,51.513,Global CS
2024,Q,E,2024-04-21,4,B,D,1.4,NA,NA,NA,NA,NA,NA,-122.1456971,38.48195916,374.792,Global,0.01,0.01,0.019,0.014,1.934,m,FIX,2024-04-21 14:32:50.6 UTC-07:00,2024-04-21 14:32:50.6 UTC-07:00,1,1.3,NA,NA,NA,-122.14572297,38.48108567,373.805,97.038,Global CS
2024,Q,E,2024-04-21,5,T,D,4,NA,NA,NA,NA,NA,NA,-122.14604891,38.48188518,353.518,Global,0.01,0.015,0.027,0.018,1.934,m,FIX,2024-04-21 14:39:27.2 UTC-07:00,2024-04-21 14:39:27.2 UTC-07:00,1,2,NA,NA,NA,-122.14572297,38.48108567,373.805,94.991,Global CS
2024,Q,E,2024-04-21,6,H,L,10.1,NA,NA,NA,NA,NA,NA,-122.14614223,38.48179031,346.238,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-21 14:43:37.4 UTC-07:00,2024-04-21 14:43:37.4 UTC-07:00,1,1.3,NA,NA,NA,-122.14572297,38.48108567,373.805,90.08,Global CS
2024,Q,E,2024-04-21,7,F,D,3.8,NA,NA,NA,NA,NA,NA,-122.14597844,38.48165389,349.863,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-21 14:46:22.6 UTC-07:00,2024-04-21 14:46:22.6 UTC-07:00,1,1.3,NA,NA,NA,-122.14572297,38.48108567,373.805,70.43,Global CS
2024,Q,E,2024-04-21,8,H,L,6.2,NA,NA,NA,NA,NA,NA,-122.14645099,38.48144218,343.794,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-21 14:52:12.8 UTC-07:00,2024-04-21 14:52:12.8 UTC-07:00,1,1.2,NA,NA,NA,-122.14572297,38.48108567,373.805,79.939,Global CS
2024,Q,E,2024-04-21,9,H,L,5.8,NA,NA,NA,NA,NA,NA,-122.14657961,38.48147686,340.148,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2024-04-21 14:54:06.6 UTC-07:00,2024-04-21 14:54:06.6 UTC-07:00,1,1.3,NA,NA,NA,-122.14572297,38.48108567,373.805,92.087,Global CS
2024,Q,E,2024-04-21,10,F,D,3.1,NA,NA,NA,NA,NA,NA,-122.14652704,38.48153934,338.721,Global,0.01,0.01,0.015,0.014,1.934,m,FIX,2024-04-21 14:55:09.0 UTC-07:00,2024-04-21 14:55:09.0 UTC-07:00,1,1.3,NA,NA,NA,-122.14572297,38.48108567,373.805,92.51,Global CS
2024,Q,E,2024-04-21,11,"T, H","D, L",3.5,NA,NA,NA,NA,NA,NA,-122.146553,38.48138741,341.179,Global,0.01,0.01,0.015,0.014,1.934,m,FIX,2024-04-21 14:57:35.0 UTC-07:00,2024-04-21 14:57:35.0 UTC-07:00,1,1.4,NA,NA,NA,-122.14572297,38.48108567,373.805,85.498,Global CS
2024,Q,E,2024-04-21,12,T,R,1.87,NA,NA,NA,NA,NA,NA,-122.14654092,38.48105524,335.036,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-21 15:04:42.2 UTC-07:00,2024-04-21 15:04:42.2 UTC-07:00,1,1.4,NA,NA,NA,-122.14572297,38.48108567,373.805,80.39,Global CS
2024,Q,E,2024-04-21,13,H,L,5.1,NA,NA,NA,NA,NA,NA,-122.14633553,38.48102232,345.027,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-21 15:09:11.0 UTC-07:00,2024-04-21 15:09:11.0 UTC-07:00,1,1.5,NA,NA,NA,-122.14572297,38.48108567,373.805,60.226,Global CS
2024,Q,E,2024-04-21,14,H,L,8.7,NA,NA,NA,NA,NA,NA,-122.14598179,38.4809718,362.984,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-21 15:13:08.4 UTC-07:00,2024-04-21 15:13:08.4 UTC-07:00,1,1.2,NA,NA,NA,-122.14572297,38.48108567,373.805,27.365,Global CS
2024,Q,E,2024-04-21,15,D,L,4.7,NA,NA,NA,NA,NA,NA,-122.14562282,38.48097243,371.093,Global,0.01,0.01,0.016,0.014,1.934,m,FIX,2024-04-21 15:16:29.4 UTC-07:00,2024-04-21 15:16:29.4 UTC-07:00,1,1.3,NA,NA,NA,-122.14572297,38.48108567,373.805,15.33,Global CS
2024,Q,E,2024-04-21,16,H,L,35,NA,NA,NA,NA,NA,NA,-122.1451401,38.48098375,358.04,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-21 15:21:39.6 UTC-07:00,2024-04-21 15:21:39.6 UTC-07:00,1,1.3,NA,NA,NA,-122.14572297,38.48108567,373.805,53.91,Global CS
2024,Q,E,2024-04-21,17,"D, F","R, D",11.8,NA,NA,NA,NA,NA,NA,-122.14465207,38.48113236,357.274,Global,0.01,0.01,0.012,0.014,1.934,m,FIX,2024-04-21 15:26:35.2 UTC-07:00,2024-04-21 15:26:35.2 UTC-07:00,1,1.4,NA,NA,NA,-122.14572297,38.48108567,373.805,94.723,Global CS
2024,Q,E,2024-04-21,18,T,R,4.5,NA,NA,NA,NA,NA,NA,-122.14484909,38.48123372,357.974,Global,0.01,0.01,0.014,0.014,1.934,m,FIX,2024-04-21 15:29:24.0 UTC-07:00,2024-04-21 15:29:24.0 UTC-07:00,1,1.4,NA,NA,NA,-122.14572297,38.48108567,373.805,79.235,Global CS
2024,Q,E,2024-04-21,19,T,L,4.7,NA,NA,NA,NA,NA,NA,-122.1450314,38.48149134,369.372,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-21 15:31:00.2 UTC-07:00,2024-04-21 15:31:00.2 UTC-07:00,1,1.4,NA,NA,NA,-122.14572297,38.48108567,373.805,75.339,Global CS
2024,Q,E,2024-04-21,20,H,L,37,NA,NA,NA,NA,NA,NA,-122.14460623,38.48164537,374.165,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-21 15:35:06.4 UTC-07:00,2024-04-21 15:35:06.4 UTC-07:00,1,1.4,NA,NA,NA,-122.14572297,38.48108567,373.805,115.593,Global CS
2024,Q,E,2024-04-21,21,D,L,5.1,NA,NA,NA,NA,NA,NA,-122.14413784,38.48130339,369.152,Global,0.01,0.01,0.02,0.014,1.934,m,FIX,2024-04-21 15:39:14.8 UTC-07:00,2024-04-21 15:39:14.8 UTC-07:00,1,1.7,NA,NA,NA,-122.14572297,38.48108567,373.805,140.442,Global CS
2024,Q,E,2024-04-21,22,"T, F, H","M, D, L",10.8,NA,NA,NA,NA,NA,NA,-122.14399882,38.48092591,364.711,Global,0.01,0.01,0.018,0.014,1.934,m,FIX,2024-04-21 15:49:44.4 UTC-07:00,2024-04-21 15:49:44.4 UTC-07:00,1,1.7,NA,NA,NA,-122.14572297,38.48108567,373.805,151.661,Global CS
2024,Q,E,2024-04-21,23,D,L,4.5,NA,NA,NA,NA,NA,NA,-122.14510926,38.48181957,385.871,Global,0.01,0.01,0.013,0.014,1.934,m,FIX,2024-04-21 16:36:19.6 UTC-07:00,2024-04-21 16:36:19.6 UTC-07:00,1,1.5,NA,NA,NA,-122.14572297,38.48108567,373.805,98.496,Global CS
2024,Q,E,2024-04-21,24,D,L,3.3,NA,NA,NA,NA,NA,NA,-122.14506502,38.48189188,391.917,Global,0.01,0.01,0.019,0.014,1.934,m,FIX,2024-04-21 16:38:58.4 UTC-07:00,2024-04-21 16:38:58.4 UTC-07:00,1,1.3,NA,NA,NA,-122.14572297,38.48108567,373.805,108.205,Global CS
2024,Q,E,2024-04-21,25,F,D,2.9,NA,NA,NA,NA,NA,NA,-122.14531258,38.4817983,385.383,Global,0.01,0.01,0.013,0.014,1.934,m,FIX,2024-04-21 16:44:42.0 UTC-07:00,2024-04-21 16:44:42.0 UTC-07:00,1,1.2,NA,NA,NA,-122.14572297,38.48108567,373.805,87.883,Global CS
2024,Q,D,2024-04-27,1,B,D,1.55,NA,NA,NA,NA,NA,NA,-122.15033971,38.48257496,326.872,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-27 12:05:15.2 UTC-07:00,2024-04-27 12:05:15.2 UTC-07:00,1,1.3,NA,NA,NA,-122.15036155,38.48255577,328.059,2.954,Global CS
2024,Q,D,2024-04-27,2,H,L,2.3,NA,NA,NA,NA,NA,NA,-122.15102135,38.48287899,322.161,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-27 12:13:32.6 UTC-07:00,2024-04-27 12:13:32.6 UTC-07:00,1,1.2,NA,NA,NA,-122.15036155,38.48255577,328.059,67.954,Global CS
2024,Q,D,2024-04-27,3,T,R,5.1,NA,NA,NA,NA,NA,NA,-122.15112707,38.48290841,319.185,Global,0.01,0.01,0.013,0.014,1.934,m,FIX,2024-04-27 12:14:45.6 UTC-07:00,2024-04-27 12:14:45.6 UTC-07:00,1,1.2,NA,NA,NA,-122.15036155,38.48255577,328.059,77.734,Global CS
2024,Q,D,2024-04-27,4,H,R,5.7,NA,NA,NA,NA,NA,NA,-122.1515062,38.48272398,310.853,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-27 12:16:55.6 UTC-07:00,2024-04-27 12:16:55.6 UTC-07:00,1,1.2,NA,NA,NA,-122.15036155,38.48255577,328.059,102.752,Global CS
2024,Q,D,2024-04-27,5,F,D,1.14,NA,NA,NA,NA,NA,NA,-122.151568,38.48285053,308.44,Global,0.01,0.01,0.015,0.014,1.934,m,FIX,2024-04-27 12:19:14.8 UTC-07:00,2024-04-27 12:19:14.8 UTC-07:00,1,1.1,NA,NA,NA,-122.15036155,38.48255577,328.059,111.65,Global CS
2024,Q,D,2024-04-27,6,"E, S","M, L",5.5,NA,NA,NA,NA,NA,NA,-122.15173876,38.4827582,304.901,Global,0.01,0.01,0.013,0.014,1.934,m,FIX,2024-04-27 12:21:00.2 UTC-07:00,2024-04-27 12:21:00.2 UTC-07:00,1,1.2,NA,NA,NA,-122.15036155,38.48255577,328.059,124.084,Global CS
2024,Q,D,2024-04-27,7,H,L,9.7,NA,NA,NA,NA,NA,NA,-122.15180546,38.48297027,298.474,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-27 12:23:50.2 UTC-07:00,2024-04-27 12:23:50.2 UTC-07:00,1,1.2,NA,NA,NA,-122.15036155,38.48255577,328.059,136.952,Global CS
2024,Q,D,2024-04-27,8,S,R,2.1,NA,NA,NA,NA,NA,NA,-122.15201758,38.48297722,292.895,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-27 12:25:29.2 UTC-07:00,2024-04-27 12:25:29.2 UTC-07:00,1,1.4,NA,NA,NA,-122.15036155,38.48255577,328.059,155.479,Global CS
2024,Q,D,2024-04-27,9,S,L,5.6,NA,NA,NA,NA,NA,NA,-122.15213863,38.48305521,289.411,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-27 12:28:13.4 UTC-07:00,2024-04-27 12:28:13.4 UTC-07:00,1,1.3,NA,NA,NA,-122.15036155,38.48255577,328.059,168.72,Global CS
2024,Q,D,2024-04-27,10,D,L,4.6,NA,NA,NA,NA,NA,NA,-122.15191659,38.4831058,292.863,Global,0.012,0.01,0.023,0.016,1.934,m,FIX,2024-04-27 12:31:27.4 UTC-07:00,2024-04-27 12:31:27.4 UTC-07:00,1,1.3,NA,NA,NA,-122.15036155,38.48255577,328.059,152.467,Global CS
2024,Q,D,2024-04-27,11,S,L,2.5,NA,NA,NA,NA,NA,NA,-122.15179422,38.48332403,286.996,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-27 12:36:13.2 UTC-07:00,2024-04-27 12:36:13.2 UTC-07:00,1,1.4,NA,NA,NA,-122.15036155,38.48255577,328.059,156.308,Global CS
2024,Q,D,2024-04-27,12,"E, S","M, D",3.6,NA,NA,NA,NA,NA,NA,-122.15179606,38.48310818,294.441,Global,0.024,0.016,0.039,0.029,1.934,m,FIX,2024-04-27 12:38:05.8 UTC-07:00,2024-04-27 12:38:05.8 UTC-07:00,1,2.2,NA,NA,NA,-122.15036155,38.48255577,328.059,142.942,Global CS
2024,Q,D,2024-04-27,13,"T, S","D, R",4.5,NA,NA,NA,NA,NA,NA,-122.15167113,38.48318326,293.444,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-27 12:41:26.0 UTC-07:00,2024-04-27 12:41:26.0 UTC-07:00,1,1.4,NA,NA,NA,-122.15036155,38.48255577,328.059,137.761,Global CS
2024,Q,D,2024-04-27,14,T,R,6.1,NA,NA,NA,NA,NA,NA,-122.15135864,38.48309409,305.763,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-27 12:48:51.2 UTC-07:00,2024-04-27 12:48:51.2 UTC-07:00,1,1.6,NA,NA,NA,-122.15036155,38.48255577,328.059,107.496,Global CS
2024,Q,D,2024-04-27,15,S,R,1.34,NA,NA,NA,NA,NA,NA,-122.15134967,38.48345443,302.893,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-27 13:04:41.6 UTC-07:00,2024-04-27 13:04:41.6 UTC-07:00,1,1.4,NA,NA,NA,-122.15036155,38.48255577,328.059,133.888,Global CS
2024,Q,D,2024-04-27,16,F,D,1.9,NA,NA,NA,NA,NA,NA,-122.15197491,38.48340238,280.547,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-27 13:13:21.0 UTC-07:00,2024-04-27 13:13:21.0 UTC-07:00,1,1.5,NA,NA,NA,-122.15036155,38.48255577,328.059,175.295,Global CS
2024,Q,D,2024-04-27,17,E,R,1.3,NA,NA,NA,NA,NA,NA,-122.15189695,38.48331689,284.454,Global,0.01,0.01,0.018,0.014,1.934,m,FIX,2024-04-27 13:16:05.8 UTC-07:00,2024-04-27 13:16:05.8 UTC-07:00,1,1.7,NA,NA,NA,-122.15036155,38.48255577,328.059,163.783,Global CS
2024,Q,D,2024-04-27,18,"S, S","D, L",1.55,NA,NA,NA,NA,NA,NA,-122.1515549,38.48341235,294.323,Global,0.01,0.01,0.013,0.014,1.934,m,FIX,2024-04-27 13:19:53.8 UTC-07:00,2024-04-27 13:19:53.8 UTC-07:00,1,1.6,NA,NA,NA,-122.15036155,38.48255577,328.059,144.555,Global CS
2024,Q,D,2024-04-27,19,"T, S","R, L",1.25,NA,NA,NA,NA,NA,NA,-122.15144259,38.48335846,296.924,Global,0.01,0.01,0.012,0.014,1.934,m,FIX,2024-04-27 13:21:51.4 UTC-07:00,2024-04-27 13:21:51.4 UTC-07:00,1,1.5,NA,NA,NA,-122.15036155,38.48255577,328.059,133.006,Global CS
2024,Q,D,2024-04-27,20,F,D,3.8,NA,NA,NA,NA,NA,NA,-122.15126358,38.48336128,302.831,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-27 13:24:57.2 UTC-07:00,2024-04-27 13:24:57.2 UTC-07:00,1,1.5,NA,NA,NA,-122.15036155,38.48255577,328.059,121.382,Global CS
2024,Q,D,2024-04-27,21,H,L,4.1,NA,NA,NA,NA,NA,NA,-122.15108954,38.48333677,308.71,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-27 13:28:55.8 UTC-07:00,2024-04-27 13:28:55.8 UTC-07:00,1,1.4,NA,NA,NA,-122.15036155,38.48255577,328.059,108.882,Global CS
